PolicyNumber,CustomerID,Gender,Age,PolicyType,PolicyStartDate,PolicyEndDate,PremiumAmount,CoverageAmount,ClaimNumber,ClaimDate,ClaimAmount,ClaimStatus
P3157,C3157,Female,78,Travel,30-09-2023,30-09-2024,788.47,12255.5,C3157,NULL,0,Rejected
P3158,C3158,Male,87,Travel,23-04-2024,23-04-2025,580.06,56530.3,C3158,24-09-2024,5308.61,Pending
P3159,C3159,Female,75,Home,28-01-2024,28-01-2025,1012.61,80012.1,C3159,NULL,0,Rejected
P3160,C3160,Male,58,Home,27-02-2024,27-02-2025,658.16,10100.31,C3160,NULL,0,Rejected
P3161,C3161,Female,49,Life,03-08-2023,03-08-2024,849.11,100969.49,C3161,04-10-2023,5358.3,Settled
P3162,C3162,Male,34,Travel,22-07-2023,22-07-2024,953.76,79613.07,C3162,20-10-2023,4520.57,Settled
P3163,C3163,Female,18,Health,14-06-2024,14-06-2025,296.38,34295.91,C3163,08-08-2024,864.35,Settled
P3164,C3164,Male,42,Travel,22-12-2023,22-12-2024,663.01,84590.69,C3164,NULL,0,Rejected
P3165,C3165,Female,41,Home,30-03-2024,30-03-2025,974.26,102049.58,C3165,09-12-2024,1740.94,Settled
P3166,C3166,Male,43,Travel,16-08-2023,16-08-2024,847.83,75344.44,C3166,17-01-2024,1812.65,Pending
P3167,C3167,Female,47,Travel,27-10-2023,27-10-2024,711.71,60631.3,C3167,11-08-2024,938.61,Settled
P3168,C3168,Male,20,Travel,18-11-2023,18-11-2024,881.28,81450.92,C3168,25-08-2024,3546.52,Settled
P3169,C3169,Female,19,Home,22-08-2023,22-08-2024,730.28,75299.45,C3169,NULL,0,Rejected
P3170,C3170,Male,23,Home,23-07-2023,23-07-2024,896.66,60373.51,C3170,03-02-2024,1183.46,Pending
P3171,C3171,Female,61,Health,12-09-2023,12-09-2024,300.53,12101.65,C3171,21-12-2023,4637.72,Pending
P3172,C3172,Male,34,Auto,01-03-2024,01-03-2025,649.49,94696.34,C3172,31-03-2024,4556.09,Settled
P3173,C3173,Female,41,Life,22-04-2024,22-04-2025,944,42161.86,C3173,18-06-2024,3848.6,Settled
P3174,C3174,Male,37,Travel,27-10-2023,27-10-2024,674.48,76205.47,C3174,15-06-2024,1824.88,Pending
P3175,C3175,Female,73,Home,21-02-2024,21-02-2025,1054.12,97496.57,C3175,07-11-2024,3439.1,Pending
P3176,C3176,Male,57,Life,08-06-2024,08-06-2025,871.47,68286.95,C3176,21-10-2024,2821.2,Pending
P3177,C3177,Female,30,Home,06-10-2023,06-10-2024,579.24,91881.65,C3177,07-09-2024,2543.79,Pending
P3178,C3178,Male,30,Travel,12-09-2023,12-09-2024,611.72,72060.58,C3178,NULL,0,Rejected
P3179,C3179,Female,64,Auto,03-03-2024,03-03-2025,981.71,98185.19,C3179,23-12-2024,4909.43,Pending
P3180,C3180,Male,78,Home,03-07-2024,03-07-2025,583.88,25521.22,C3180,13-07-2024,839.23,Settled
P3181,C3181,Female,74,Travel,03-03-2024,03-03-2025,138.36,10672.64,C3181,13-05-2024,585.61,Settled
P3182,C3182,Male,57,Home,27-11-2023,27-11-2024,869.94,76574,C3182,25-04-2024,3578.01,Pending
P3183,C3183,Female,55,Auto,02-08-2023,02-08-2024,202.07,58792.8,C3183,NULL,0,Rejected
P3184,C3184,Male,28,Travel,24-11-2023,24-11-2024,1044.39,102373.29,C3184,NULL,0,Rejected
P3185,C3185,Female,32,Life,20-10-2023,20-10-2024,260.73,26454.22,C3185,03-08-2024,3903.86,Settled
P3186,C3186,Male,34,Auto,04-03-2024,04-03-2025,127.29,79150.04,C3186,24-07-2024,3176.04,Settled
P3187,C3187,Female,47,Auto,04-12-2023,04-12-2024,425.95,28189.99,C3187,NULL,0,Rejected
P3188,C3188,Male,77,Life,09-03-2024,09-03-2025,153.33,75141.1,C3188,26-09-2024,4376.08,Settled
P3189,C3189,Female,83,Travel,05-10-2023,05-10-2024,990.17,20153.81,C3189,NULL,0,Rejected
P3190,C3190,Male,29,Travel,24-04-2024,24-04-2025,540.3,88994.98,C3190,07-02-2025,1796.56,Pending
P3191,C3191,Female,75,Travel,26-12-2023,26-12-2024,544.82,20672.21,C3191,26-07-2024,1545.33,Pending
P3192,C3192,Male,63,Travel,24-05-2024,24-05-2025,564.84,55639.61,C3192,NULL,0,Rejected
P3193,C3193,Female,25,Travel,03-04-2024,03-04-2025,954.08,88514.26,C3193,NULL,0,Rejected
P3194,C3194,Male,42,Auto,28-10-2023,28-10-2024,1093.08,28844.77,C3194,26-06-2024,2805.91,Settled
P3195,C3195,Female,59,Health,20-06-2024,20-06-2025,184.38,23102.8,C3195,29-10-2024,778.49,Settled
P3196,C3196,Male,58,Home,20-09-2023,20-09-2024,664.33,108256.59,C3196,NULL,0,Rejected
P3197,C3197,Female,35,Health,16-02-2024,16-02-2025,248.28,48408.28,C3197,NULL,0,Rejected
P3198,C3198,Male,71,Travel,26-04-2024,26-04-2025,381.45,38403.79,C3198,NULL,0,Rejected
P3199,C3199,Female,33,Travel,10-01-2024,10-01-2025,869.97,27351.77,C3199,18-11-2024,5288.23,Settled
P3200,C3200,Male,51,Auto,23-11-2023,23-11-2024,509.82,105852.75,C3200,16-12-2023,5257.22,Pending
P3201,C3201,Female,65,Health,04-09-2023,04-09-2024,362.73,88925.96,C3201,17-11-2023,1323.98,Pending
P3202,C3202,Male,62,Travel,23-11-2023,23-11-2024,106.24,45412.82,C3202,NULL,0,Rejected
P3203,C3203,Female,73,Life,01-06-2024,01-06-2025,224.28,35152.1,C3203,NULL,0,Rejected
P3204,C3204,Male,33,Home,15-03-2024,15-03-2025,731.35,45450.79,C3204,NULL,0,Rejected
P3205,C3205,Female,36,Health,31-10-2023,31-10-2024,648.01,84959.22,C3205,NULL,0,Rejected
P3206,C3206,Male,39,Health,21-01-2024,21-01-2025,640.95,28830.02,C3206,15-09-2024,2720.13,Settled
P3207,C3207,Female,48,Travel,02-02-2024,02-02-2025,102.46,38681.34,C3207,NULL,0,Rejected
P3208,C3208,Male,38,Auto,16-12-2023,16-12-2024,387.23,59921.25,C3208,NULL,0,Rejected
P3209,C3209,Female,73,Auto,25-11-2023,25-11-2024,955.99,86693.99,C3209,NULL,0,Rejected
P3210,C3210,Male,36,Life,28-03-2024,28-03-2025,870.7,63291.74,C3210,21-12-2024,5241.44,Pending
P3211,C3211,Female,64,Travel,18-12-2023,18-12-2024,349.71,47869.84,C3211,20-06-2024,3674.35,Pending
P3212,C3212,Male,84,Travel,20-04-2024,20-04-2025,214.82,61443.19,C3212,11-01-2025,2712.69,Settled
P3213,C3213,Female,27,Life,09-04-2024,09-04-2025,474.22,36883.77,C3213,22-01-2025,3035.13,Settled
P3214,C3214,Male,69,Travel,23-11-2023,23-11-2024,245.76,32728.99,C3214,11-10-2024,5177.06,Settled
P3215,C3215,Female,29,Life,13-10-2023,13-10-2024,1096.09,96838.88,C3215,26-11-2023,2140.4,Settled
P3216,C3216,Male,34,Home,21-03-2024,21-03-2025,148.57,40406.67,C3216,NULL,0,Rejected
P3217,C3217,Female,39,Travel,29-03-2024,29-03-2025,938.81,61699.25,C3217,08-01-2025,1659.93,Pending
P3218,C3218,Male,37,Home,12-09-2023,12-09-2024,116.73,103952.3,C3218,15-09-2023,5439.76,Pending
P3219,C3219,Female,29,Home,04-08-2023,04-08-2024,263.55,12045.97,C3219,NULL,0,Rejected
P3220,C3220,Male,39,Auto,07-05-2024,07-05-2025,713.59,56718.44,C3220,02-01-2025,2086.35,Pending
P3221,C3221,Female,18,Home,19-05-2024,19-05-2025,382.8,15442.07,C3221,24-09-2024,4807.19,Settled
P3222,C3222,Male,60,Life,13-08-2023,13-08-2024,1005.52,29826.45,C3222,NULL,0,Rejected
P3223,C3223,Female,54,Health,03-02-2024,03-02-2025,911.61,29138.31,C3223,NULL,0,Rejected
P3224,C3224,Male,75,Home,03-08-2023,03-08-2024,404.21,66340.01,C3224,29-05-2024,5182.31,Settled
P3225,C3225,Female,77,Auto,01-07-2024,01-07-2025,363.69,26271.36,C3225,NULL,0,Rejected
P3226,C3226,Male,52,Travel,23-08-2023,23-08-2024,730.6,109181.63,C3226,23-02-2024,3377.65,Settled
P3227,C3227,Female,19,Travel,20-04-2024,20-04-2025,693.68,73819.64,C3227,05-05-2024,4882.53,Settled
P3228,C3228,Male,33,Travel,13-10-2023,13-10-2024,269.44,95736.49,C3228,NULL,0,Rejected
P3229,C3229,Female,21,Health,12-03-2024,12-03-2025,324.84,69866.36,C3229,02-08-2024,3441.54,Settled
P3230,C3230,Male,54,Travel,01-08-2023,01-08-2024,911.13,89174.25,C3230,26-08-2023,2946.59,Pending
P3231,C3231,Female,55,Travel,04-05-2024,04-05-2025,929.37,77677.89,C3231,NULL,0,Rejected
P3232,C3232,Male,33,Health,23-10-2023,23-10-2024,427.8,69409.76,C3232,19-11-2023,1119.85,Settled
P3233,C3233,Female,57,Travel,23-02-2024,23-02-2025,976.3,93425.64,C3233,27-08-2024,4688.76,Settled
P3234,C3234,Male,85,Travel,19-07-2023,19-07-2024,530.66,96299.5,C3234,NULL,0,Rejected
P3235,C3235,Female,18,Health,02-07-2024,02-07-2025,777.37,53325.4,C3235,NULL,0,Rejected
P3236,C3236,Male,44,Health,05-01-2024,05-01-2025,961.06,93914.34,C3236,03-08-2024,4873.06,Pending
P3237,C3237,Female,81,Travel,04-10-2023,04-10-2024,421.51,94870.5,C3237,25-01-2024,5478.64,Settled
P3238,C3238,Male,54,Travel,13-02-2024,13-02-2025,793.93,92906.36,C3238,NULL,0,Rejected
P3239,C3239,Female,47,Travel,03-02-2024,03-02-2025,254.67,54241.25,C3239,29-10-2024,1837.85,Settled
P3240,C3240,Male,33,Home,02-12-2023,02-12-2024,283.18,109568.95,C3240,09-08-2024,2516.94,Settled
P3241,C3241,Female,22,Travel,29-03-2024,29-03-2025,934.73,86640.12,C3241,23-02-2025,2456.89,Pending
P3242,C3242,Male,56,Travel,23-02-2024,23-02-2025,502.68,83351.84,C3242,NULL,0,Rejected
P3243,C3243,Female,38,Travel,16-06-2024,16-06-2025,125.21,97500.92,C3243,NULL,0,Rejected
P3244,C3244,Male,25,Auto,25-05-2024,25-05-2025,1049.14,48280.05,C3244,NULL,0,Rejected
P3245,C3245,Female,53,Travel,12-04-2024,12-04-2025,356.35,53341.6,C3245,NULL,0,Rejected
P3246,C3246,Male,23,Life,11-08-2023,11-08-2024,904.43,64057.49,C3246,20-07-2024,3720.14,Pending
P3247,C3247,Female,48,Auto,25-04-2024,25-04-2025,439.17,40278.99,C3247,05-02-2025,4210.91,Pending
P3248,C3248,Male,63,Life,07-11-2023,07-11-2024,1049.36,56875.95,C3248,14-07-2024,4854.7,Pending
P3249,C3249,Female,62,Life,25-10-2023,25-10-2024,146.16,76932.83,C3249,NULL,0,Rejected
P3250,C3250,Male,37,Travel,08-09-2023,08-09-2024,837.71,55391.61,C3250,NULL,0,Rejected
P3251,C3251,Female,24,Travel,17-05-2024,17-05-2025,409.68,70651.27,C3251,29-07-2024,934.38,Pending
P3252,C3252,Male,82,Travel,02-09-2023,02-09-2024,106.98,49966.26,C3252,07-05-2024,1959.75,Pending
P3253,C3253,Female,20,Home,14-06-2024,14-06-2025,310.58,82320.2,C3253,15-01-2025,4109.9,Settled
P3254,C3254,Male,83,Travel,29-04-2024,29-04-2025,835.08,48005.91,C3254,NULL,0,Rejected
P3255,C3255,Female,67,Travel,22-11-2023,22-11-2024,166.9,75780.61,C3255,NULL,0,Rejected
P3256,C3256,Male,24,Travel,06-06-2024,06-06-2025,249.92,58297.88,C3256,11-02-2025,1850.65,Settled
P3257,C3257,Female,47,Life,13-03-2024,13-03-2025,815.03,38618.41,C3257,NULL,0,Rejected
P3258,C3258,Male,38,Travel,10-06-2024,10-06-2025,957.65,85599.68,C3258,NULL,0,Rejected
P3259,C3259,Female,45,Travel,11-08-2023,11-08-2024,711.77,106636.13,C3259,NULL,0,Rejected
P3260,C3260,Male,79,Travel,16-08-2023,16-08-2024,739.53,101870.46,C3260,08-12-2023,5468.55,Settled
P3261,C3261,Female,25,Travel,22-09-2023,22-09-2024,536.64,32375.94,C3261,27-08-2024,538.99,Settled
P3262,C3262,Male,37,Auto,01-03-2024,01-03-2025,819.31,43558.04,C3262,25-02-2025,782.27,Pending
P3263,C3263,Female,60,Auto,05-06-2024,05-06-2025,874.21,59676.45,C3263,17-02-2025,5126.8,Settled
P3264,C3264,Male,31,Health,09-03-2024,09-03-2025,746.95,54771.71,C3264,09-09-2024,1248.7,Settled
P3265,C3265,Female,70,Auto,20-08-2023,20-08-2024,347.09,73207.49,C3265,NULL,0,Rejected
P3266,C3266,Male,26,Travel,05-04-2024,05-04-2025,734.9,43760.96,C3266,NULL,0,Rejected
P3267,C3267,Female,57,Travel,04-07-2024,04-07-2025,848.89,75004.05,C3267,NULL,0,Rejected
P3268,C3268,Male,47,Travel,25-10-2023,25-10-2024,851.14,12656.83,C3268,15-07-2024,3297.02,Settled
P3269,C3269,Female,74,Auto,03-02-2024,03-02-2025,545.63,11704.78,C3269,29-01-2025,4910.36,Pending
P3270,C3270,Male,26,Auto,22-11-2023,22-11-2024,538.8,29694.67,C3270,09-09-2024,523.27,Pending
P3271,C3271,Female,46,Travel,05-05-2024,05-05-2025,769.49,74784.26,C3271,30-07-2024,1834.21,Settled
P3272,C3272,Male,66,Health,19-12-2023,19-12-2024,1082.3,31570.85,C3272,23-05-2024,1741.2,Settled
P3273,C3273,Female,76,Health,05-03-2024,05-03-2025,155.68,38761.63,C3273,NULL,0,Rejected
P3274,C3274,Male,49,Home,05-08-2023,05-08-2024,658.4,93480,C3274,21-12-2023,1654.63,Settled
P3275,C3275,Female,20,Auto,28-09-2023,28-09-2024,806.48,76261.33,C3275,24-08-2024,3031.72,Settled
P3276,C3276,Male,77,Travel,16-02-2024,16-02-2025,918.01,62117.51,C3276,NULL,0,Rejected
P3277,C3277,Female,39,Travel,15-02-2024,15-02-2025,619.15,63832.95,C3277,NULL,0,Rejected
P3278,C3278,Male,54,Travel,19-10-2023,19-10-2024,937.42,95782.36,C3278,02-10-2024,4140.01,Pending
P3279,C3279,Female,72,Health,29-02-2024,28-02-2025,1067.86,69739.99,C3279,11-07-2024,5177.56,Settled
P3280,C3280,Male,79,Auto,11-06-2024,11-06-2025,311.61,43246.25,C3280,NULL,0,Rejected
P3281,C3281,Female,34,Auto,26-08-2023,26-08-2024,164.52,94056.56,C3281,08-12-2023,5175.14,Settled
P3282,C3282,Male,66,Health,12-02-2024,12-02-2025,1063.31,108316.05,C3282,NULL,0,Rejected
P3283,C3283,Female,43,Travel,22-11-2023,22-11-2024,599.65,16584.87,C3283,04-02-2024,1789.49,Pending
P3284,C3284,Male,73,Travel,18-07-2023,18-07-2024,723.66,56813.37,C3284,14-12-2023,4660.22,Settled
P3285,C3285,Female,29,Auto,31-12-2023,31-12-2024,841.33,84634.94,C3285,08-11-2024,3585.04,Settled
P3286,C3286,Male,49,Health,08-03-2024,08-03-2025,732.41,79826.73,C3286,11-01-2025,3975.26,Pending
P3287,C3287,Female,74,Health,16-04-2024,16-04-2025,268.22,47076.7,C3287,NULL,0,Rejected
P3288,C3288,Male,38,Auto,13-05-2024,13-05-2025,517.65,85991.97,C3288,NULL,0,Rejected
P3289,C3289,Female,25,Health,30-04-2024,30-04-2025,546.86,57998.54,C3289,26-10-2024,4346.2,Pending
P3290,C3290,Male,63,Travel,21-04-2024,21-04-2025,883.2,61631.15,C3290,NULL,0,Rejected
P3291,C3291,Female,60,Travel,10-04-2024,10-04-2025,429.02,96481.31,C3291,18-06-2024,3849.81,Settled
P3292,C3292,Male,67,Travel,17-08-2023,17-08-2024,715.92,90835.63,C3292,NULL,0,Rejected
P3293,C3293,Female,73,Health,11-11-2023,11-11-2024,620.11,87673.53,C3293,01-08-2024,4944.76,Settled
P3294,C3294,Male,58,Travel,11-06-2024,11-06-2025,334.06,71625.86,C3294,18-11-2024,1242.55,Pending
P3295,C3295,Female,62,Auto,29-03-2024,29-03-2025,716.43,57946.76,C3295,10-05-2024,1338.77,Pending
P3296,C3296,Male,55,Travel,27-12-2023,27-12-2024,493.06,71127.04,C3296,13-07-2024,3552.12,Settled
P3297,C3297,Female,87,Auto,05-08-2023,05-08-2024,571.01,108082.85,C3297,NULL,0,Rejected
P3298,C3298,Male,84,Travel,13-06-2024,13-06-2025,684.42,33980.41,C3298,05-02-2025,2431.31,Pending
P3299,C3299,Female,23,Life,07-07-2024,07-07-2025,380.19,56463.8,C3299,NULL,0,Rejected
P3300,C3300,Male,77,Health,29-01-2024,29-01-2025,628.67,101783.25,C3300,01-06-2024,3559.35,Settled
P3301,C3301,Female,41,Travel,30-08-2023,30-08-2024,522.68,75793.71,C3301,18-12-2023,1681.15,Settled
P3302,C3302,Male,35,Life,24-10-2023,24-10-2024,529.29,13124.62,C3302,03-11-2023,1771.49,Pending
P3303,C3303,Female,38,Home,07-02-2024,07-02-2025,497.4,69814.31,C3303,NULL,0,Rejected
P3304,C3304,Male,35,Travel,17-08-2023,17-08-2024,417.58,93659.29,C3304,28-03-2024,1996.67,Settled
P3305,C3305,Female,86,Travel,27-08-2023,27-08-2024,766.51,25109.97,C3305,NULL,0,Rejected
P3306,C3306,Male,41,Travel,12-06-2024,12-06-2025,741.46,42484.91,C3306,16-12-2024,1022.42,Settled
P3307,C3307,Female,36,Health,19-09-2023,19-09-2024,619.31,90978.18,C3307,16-08-2024,4079.04,Settled
P3308,C3308,Male,24,Travel,03-09-2023,03-09-2024,667.05,78491.04,C3308,NULL,0,Rejected
P3309,C3309,Female,33,Health,15-07-2023,15-07-2024,569.99,26475.28,C3309,NULL,0,Rejected
P3310,C3310,Male,44,Health,17-12-2023,17-12-2024,295.9,25576.57,C3310,19-03-2024,5410.53,Settled
P3311,C3311,Female,67,Health,17-02-2024,17-02-2025,466.59,36696.24,C3311,14-07-2024,1286.22,Settled
P3312,C3312,Male,47,Health,26-04-2024,26-04-2025,1023.51,62378.05,C3312,NULL,0,Rejected
P3313,C3313,Female,80,Auto,08-10-2023,08-10-2024,678.1,103711.51,C3313,27-06-2024,3088.76,Settled
P3314,C3314,Male,47,Travel,09-02-2024,09-02-2025,1033.77,89231.99,C3314,24-11-2024,4440.08,Pending
P3315,C3315,Female,50,Auto,03-09-2023,03-09-2024,258.44,76168,C3315,11-11-2023,2087.94,Settled
P3316,C3316,Male,18,Life,24-04-2024,24-04-2025,195.21,48986.38,C3316,13-12-2024,1521.39,Pending
P3317,C3317,Female,54,Life,16-04-2024,16-04-2025,968.79,10864.79,C3317,NULL,0,Rejected
P3318,C3318,Male,41,Travel,07-08-2023,07-08-2024,999.53,50382.4,C3318,14-02-2024,2998.54,Settled
P3319,C3319,Female,27,Travel,27-08-2023,27-08-2024,331.41,28928.56,C3319,NULL,0,Rejected
P3320,C3320,Male,49,Home,18-06-2024,18-06-2025,538.61,105864.2,C3320,07-12-2024,3041.61,Settled
P3321,C3321,Female,28,Life,24-02-2024,24-02-2025,266.21,72632.17,C3321,NULL,0,Rejected
P3322,C3322,Male,39,Auto,20-03-2024,20-03-2025,502.49,49777.77,C3322,07-12-2024,2962.98,Pending
P3323,C3323,Female,64,Auto,10-06-2024,10-06-2025,493.31,17852.77,C3323,08-02-2025,766.15,Settled
P3324,C3324,Male,63,Travel,19-01-2024,19-01-2025,618.54,15163.35,C3324,NULL,0,Rejected
P3325,C3325,Female,74,Travel,27-08-2023,27-08-2024,642.85,105137.28,C3325,27-05-2024,746.71,Settled
P3326,C3326,Male,81,Life,16-05-2024,16-05-2025,339.13,106726.58,C3326,02-08-2024,4210.79,Settled
P3327,C3327,Female,74,Travel,19-05-2024,19-05-2025,481.17,32601.88,C3327,NULL,0,Rejected
P3328,C3328,Male,67,Health,11-10-2023,11-10-2024,257.75,11760.63,C3328,02-01-2024,2272.83,Settled
P3329,C3329,Female,82,Health,14-11-2023,14-11-2024,756.74,45899.6,C3329,16-10-2024,4107.33,Settled
P3330,C3330,Male,81,Life,11-05-2024,11-05-2025,1031.59,57505.13,C3330,NULL,0,Rejected
P3331,C3331,Female,72,Travel,06-11-2023,06-11-2024,282.08,14572.16,C3331,NULL,0,Rejected
P3332,C3332,Male,19,Health,15-12-2023,15-12-2024,683.77,78744.02,C3332,21-10-2024,3240.61,Pending
P3333,C3333,Female,60,Travel,30-11-2023,30-11-2024,483.37,14472.86,C3333,30-04-2024,4194.53,Settled
P3334,C3334,Male,31,Health,06-02-2024,06-02-2025,661.65,38990.18,C3334,06-01-2025,820.02,Pending
P3335,C3335,Female,18,Auto,30-06-2024,30-06-2025,762.38,54827.79,C3335,NULL,0,Rejected
P3336,C3336,Male,73,Auto,10-06-2024,10-06-2025,536.8,43065.62,C3336,NULL,0,Rejected
P3337,C3337,Female,85,Travel,03-09-2023,03-09-2024,929.09,61578.74,C3337,NULL,0,Rejected
P3338,C3338,Male,55,Travel,22-08-2023,22-08-2024,746.84,25062.22,C3338,NULL,0,Rejected
P3339,C3339,Female,87,Travel,18-07-2023,18-07-2024,533.97,98230.2,C3339,03-10-2023,3595.19,Pending
P3340,C3340,Male,55,Auto,06-07-2024,06-07-2025,1070.2,69850.76,C3340,20-02-2025,2567.87,Settled
P3341,C3341,Female,27,Auto,11-01-2024,11-01-2025,991.85,97861.34,C3341,NULL,0,Rejected
P3342,C3342,Male,65,Travel,29-01-2024,29-01-2025,542.63,30596.45,C3342,NULL,0,Rejected
P3343,C3343,Female,21,Life,30-08-2023,30-08-2024,522.19,24473.37,C3343,19-08-2024,4914.72,Pending
P3344,C3344,Male,54,Auto,26-06-2024,26-06-2025,546.13,23163.09,C3344,20-09-2024,665.6,Pending
P3345,C3345,Female,73,Health,20-09-2023,20-09-2024,987,54559.85,C3345,20-09-2024,4029.64,Pending
P3346,C3346,Male,39,Travel,29-09-2023,29-09-2024,430.77,34750.74,C3346,25-05-2024,3881.16,Settled
P3347,C3347,Female,63,Travel,21-01-2024,21-01-2025,200.9,76526.28,C3347,12-06-2024,5053.52,Pending
P3348,C3348,Male,64,Travel,24-08-2023,24-08-2024,765.75,45630.82,C3348,NULL,0,Rejected
P3349,C3349,Female,85,Travel,20-01-2024,20-01-2025,460.12,40901.07,C3349,10-07-2024,4710.05,Settled
P3350,C3350,Male,39,Travel,01-10-2023,01-10-2024,346.35,75343.55,C3350,17-03-2024,1196.04,Settled
P3351,C3351,Female,86,Travel,10-12-2023,10-12-2024,991.8,35649.54,C3351,20-06-2024,4256.63,Pending
P3352,C3352,Male,47,Travel,15-11-2023,15-11-2024,653.01,85841.2,C3352,NULL,0,Rejected
P3353,C3353,Female,37,Life,10-11-2023,10-11-2024,314.6,12818.86,C3353,26-01-2024,2670.36,Settled
P3354,C3354,Male,31,Travel,03-09-2023,03-09-2024,574.32,24305.23,C3354,12-06-2024,4384.49,Settled
P3355,C3355,Female,24,Auto,08-08-2023,08-08-2024,894.21,64075.23,C3355,04-10-2023,1540.08,Pending
P3356,C3356,Male,76,Health,22-09-2023,22-09-2024,169.71,108270.34,C3356,NULL,0,Rejected
P3357,C3357,Female,85,Health,05-07-2024,05-07-2025,399.57,11397.05,C3357,NULL,0,Rejected
P3358,C3358,Male,36,Life,28-06-2024,28-06-2025,374.69,91666.38,C3358,13-08-2024,4402.29,Pending
P3359,C3359,Female,25,Auto,17-06-2024,17-06-2025,892.92,23597.28,C3359,NULL,0,Rejected
P3360,C3360,Male,52,Home,09-04-2024,09-04-2025,193.29,76942.1,C3360,22-03-2025,1089.77,Settled
P3361,C3361,Female,87,Travel,17-08-2023,17-08-2024,1003.7,49081.9,C3361,03-02-2024,1868.75,Settled
P3362,C3362,Male,58,Auto,09-01-2024,09-01-2025,185.28,68539.38,C3362,NULL,0,Rejected
P3363,C3363,Female,41,Travel,01-02-2024,01-02-2025,554.01,47811.07,C3363,NULL,0,Rejected
P3364,C3364,Male,27,Life,01-12-2023,01-12-2024,809.7,29745.66,C3364,10-02-2024,890.17,Settled
P3365,C3365,Female,25,Auto,18-03-2024,18-03-2025,674.45,83329.9,C3365,26-12-2024,576.68,Settled
P3366,C3366,Male,18,Travel,15-01-2024,15-01-2025,718.55,57613.81,C3366,NULL,0,Rejected
P3367,C3367,Female,65,Life,19-11-2023,19-11-2024,168.98,91188.64,C3367,NULL,0,Rejected
P3368,C3368,Male,33,Health,20-08-2023,20-08-2024,337.28,65980.32,C3368,18-10-2023,5293.26,Pending
P3369,C3369,Female,57,Health,08-05-2024,08-05-2025,1088.43,10220.87,C3369,04-05-2025,2968.22,Pending
P3370,C3370,Male,64,Health,28-11-2023,28-11-2024,831.91,61893.72,C3370,27-05-2024,4729.2,Settled
P3371,C3371,Female,87,Health,27-10-2023,27-10-2024,340.4,35381.16,C3371,01-01-2024,1334.1,Settled
P3372,C3372,Male,20,Health,28-05-2024,28-05-2025,102.91,24408.78,C3372,NULL,0,Rejected
P3373,C3373,Female,23,Auto,16-11-2023,16-11-2024,859.76,15355.05,C3373,17-05-2024,4372.36,Settled
P3374,C3374,Male,69,Life,05-10-2023,05-10-2024,238.07,17794.3,C3374,30-01-2024,5417.81,Pending
P3375,C3375,Female,72,Travel,24-07-2023,24-07-2024,1078.16,82058.14,C3375,NULL,0,Rejected
P3376,C3376,Male,87,Health,04-04-2024,04-04-2025,364.91,82802.21,C3376,11-12-2024,1809.12,Pending
P3377,C3377,Female,19,Home,12-11-2023,12-11-2024,693.63,42002.8,C3377,01-11-2024,5403.66,Settled
P3378,C3378,Male,34,Travel,10-03-2024,10-03-2025,870.03,92189.04,C3378,25-05-2024,1870.81,Pending
P3379,C3379,Female,71,Health,11-03-2024,11-03-2025,1036.51,88078.75,C3379,NULL,0,Rejected
P3380,C3380,Male,35,Travel,28-10-2023,28-10-2024,378.54,86065.06,C3380,NULL,0,Rejected
P3381,C3381,Female,19,Health,26-01-2024,26-01-2025,880.73,16738.58,C3381,23-10-2024,779.72,Settled
P3382,C3382,Male,79,Travel,28-11-2023,28-11-2024,239.49,93877.69,C3382,30-04-2024,5444.96,Pending
P3383,C3383,Female,29,Home,17-08-2023,17-08-2024,838.95,40235.45,C3383,NULL,0,Rejected
P3384,C3384,Male,39,Auto,19-07-2023,19-07-2024,1047.22,45920.51,C3384,NULL,0,Rejected
P3385,C3385,Female,42,Travel,05-04-2024,05-04-2025,585.59,105701.96,C3385,13-06-2024,5417.33,Pending
P3386,C3386,Male,75,Home,10-03-2024,10-03-2025,426.21,101929.03,C3386,NULL,0,Rejected
P3387,C3387,Female,72,Travel,09-05-2024,09-05-2025,397.5,49256,C3387,11-12-2024,735.08,Settled
P3388,C3388,Male,39,Auto,21-10-2023,21-10-2024,400.5,103745.07,C3388,NULL,0,Rejected
P3389,C3389,Female,79,Home,14-09-2023,14-09-2024,786.01,46132.3,C3389,12-09-2024,3662.09,Settled
P3390,C3390,Male,35,Life,03-12-2023,03-12-2024,269.59,108253.28,C3390,24-02-2024,1249.87,Settled
P3391,C3391,Female,85,Life,12-02-2024,12-02-2025,303.12,103203.49,C3391,21-02-2024,2397.49,Settled
